GENEID	SYMBOL	GENETYPE
ENSG00000236773.1	AC092809.4	processed_pseudogene
ENSG00000143753.13	DEGS1	protein_coding
ENSG00000232628.6	AC092809.3	lncRNA
ENSG00000237101.1	AC092809.5	lncRNA
ENSG00000143748.18	NVL	protein_coding
ENSG00000221406.1	MIR320B2	miRNA
ENSG00000229742.1	AC092809.2	processed_pseudogene
ENSG00000143771.12	CNIH4	protein_coding
ENSG00000162923.16	WDR26	protein_coding
ENSG00000266618.1	MIR4742	miRNA
ENSG00000143786.8	CNIH3	protein_coding
ENSG00000229991.1	AKR1B1P1	processed_pseudogene
ENSG00000233384.3	CNIH3-AS2	lncRNA
ENSG00000225334.3	LINC02813	lncRNA
ENSG00000185842.15	DNAH14	protein_coding
ENSG00000143815.15	LBR	protein_coding
ENSG00000234476.3	LINC02765	lncRNA
ENSG00000282418.1	AC092811.1	lncRNA
ENSG00000154380.17	ENAH	protein_coding
ENSG00000227496.3	AC099066.2	lncRNA
ENSG00000226349.1	AC099066.1	lncRNA
ENSG00000143742.13	SRP9	protein_coding
ENSG00000234112.2	AC099066.3	processed_pseudogene
ENSG00000143819.12	EPHX1	protein_coding
ENSG00000242861.1	AL591895.1	lncRNA
ENSG00000196187.12	TMEM63A	protein_coding
ENSG00000243709.1	LEFTY1	protein_coding
ENSG00000143811.19	PYCR2	protein_coding
ENSG00000143768.13	LEFTY2	protein_coding
ENSG00000143751.10	SDE2	protein_coding
ENSG00000272562.2	AL512343.2	lncRNA
ENSG00000163041.12	H3-3A	protein_coding
ENSG00000225518.3	LINC01703	lncRNA
ENSG00000182827.9	ACBD3	protein_coding
ENSG00000234478.1	ACBD3-AS1	lncRNA
ENSG00000185155.11	MIXL1	protein_coding
ENSG00000183814.15	LIN9	protein_coding
ENSG00000143799.13	PARP1	protein_coding
ENSG00000229965.1	AL359704.1	processed_pseudogene
ENSG00000223282.1	RN7SKP165	misc_RNA
ENSG00000203685.10	STUM	protein_coding
ENSG00000143772.9	ITPKB	protein_coding
ENSG00000228382.1	ITPKB-IT1	lncRNA
ENSG00000228548.1	ITPKB-AS1	lncRNA
ENSG00000143801.17	PSEN2	protein_coding
ENSG00000163050.17	COQ8A	protein_coding
ENSG00000143776.18	CDC42BPA	protein_coding
ENSG00000233706.1	AL353689.2	lncRNA
ENSG00000228625.1	AL451047.1	lncRNA
ENSG00000236636.2	AL627308.2	processed_pseudogene
ENSG00000234277.3	LINC01641	lncRNA
ENSG00000287205.1	AL451054.4	lncRNA
ENSG00000181450.18	ZNF678	protein_coding
ENSG00000143740.14	SNAP47	protein_coding
ENSG00000081692.12	JMJD4	protein_coding
ENSG00000230005.2	SNAP47-AS1	lncRNA
ENSG00000286389.1	AL731702.1	lncRNA
ENSG00000185888.5	PRSS38	protein_coding
ENSG00000143816.8	WNT9A	protein_coding
ENSG00000264483.1	MIR5008	miRNA
ENSG00000274886.1	SEPTIN14P17	unprocessed_pseudogene
ENSG00000276255.2	LINC02809	lncRNA
ENSG00000143761.16	ARF1	protein_coding
ENSG00000143793.13	C1orf35	protein_coding
ENSG00000162910.19	MRPL55	protein_coding
ENSG00000224566.2	FAM96AP2	processed_pseudogene
ENSG00000287895.1	AL136379.1	lncRNA
ENSG00000280157.1	AL359510.2	TEC
ENSG00000143774.16	GUK1	protein_coding
ENSG00000198835.4	GJC2	protein_coding
ENSG00000203684.5	IBA57-DT	lncRNA
ENSG00000181873.13	IBA57	protein_coding
ENSG00000162913.10	OBSCN-AS1	lncRNA
ENSG00000154358.21	OBSCN	protein_coding
ENSG00000269934.3	AL353593.1	lncRNA
ENSG00000286773.1	AL353593.3	lncRNA
ENSG00000287315.1	AL670729.3	lncRNA
ENSG00000270104.1	AL670729.2	lncRNA
ENSG00000154370.16	TRIM11	protein_coding
ENSG00000231563.2	AL139288.1	lncRNA
ENSG00000162931.12	TRIM17	protein_coding
ENSG00000181218.5	H2AW	protein_coding
ENSG00000196890.4	H2BU1	protein_coding
ENSG00000181201.3	H2BU2P	unitary_pseudogene
ENSG00000279306.1	AL139288.2	TEC
ENSG00000168159.12	RNF187	protein_coding
ENSG00000215811.6	BTNL10	transcribed_unitary_pseudogene
ENSG00000202056.1	RNA5SP19	rRNA_pseudogene
ENSG00000201321.1	RNA5S9	rRNA
ENSG00000183929.7	DUSP5P1	processed_pseudogene
ENSG00000206878.1	AL713899.1	snoRNA
ENSG00000234975.6	FTH1P2	processed_pseudogene
ENSG00000116574.6	RHOU	protein_coding
ENSG00000271399.1	AL078624.1	processed_pseudogene
ENSG00000282111.1	LINC02815	lncRNA
ENSG00000236975.2	LINC02814	lncRNA
ENSG00000177800.2	TMEM78	lncRNA
ENSG00000177788.6	AL162595.1	lncRNA
ENSG00000168118.12	RAB4A	protein_coding
ENSG00000237481.1	AL117350.2	lncRNA
ENSG00000154429.11	CCSAP	protein_coding
ENSG00000252051.1	RN7SKP276	misc_RNA
ENSG00000143632.14	ACTA1	protein_coding
ENSG00000069248.12	NUP133	protein_coding
ENSG00000223635.2	AL121990.1	lncRNA
ENSG00000135776.5	ABCB10	protein_coding
ENSG00000199672.1	RNU4-21P	snRNA
ENSG00000135801.9	TAF5L	protein_coding
ENSG00000135763.10	URB2	protein_coding
ENSG00000227043.3	LINC01682	lncRNA
ENSG00000228058.2	LINC01736	lncRNA
ENSG00000143641.10	GALNT2	protein_coding
ENSG00000227006.2	AL136988.2	lncRNA
ENSG00000224407.1	AL136988.1	lncRNA
ENSG00000177614.11	PGBD5	protein_coding
ENSG00000232964.2	LINC01737	lncRNA
ENSG00000135775.14	COG2	protein_coding
ENSG00000286859.1	AL158214.2	lncRNA
ENSG00000244137.1	AL512328.1	lncRNA
ENSG00000135773.13	CAPN9	protein_coding
ENSG00000119280.17	C1orf198	protein_coding
ENSG00000223393.2	AL118511.1	lncRNA
ENSG00000288037.1	AL118511.4	lncRNA
ENSG00000143643.13	TTC13	protein_coding
ENSG00000173409.14	ARV1	protein_coding
ENSG00000182118.8	FAM89A	protein_coding
ENSG00000227934.1	AL732414.1	processed_pseudogene
ENSG00000119283.15	TRIM67	protein_coding
ENSG00000143633.13	C1orf131	protein_coding
ENSG00000116906.13	GNPAT	protein_coding
ENSG00000116903.7	EXOC8	protein_coding
ENSG00000010072.16	SPRTN	protein_coding
ENSG00000287450.1	AL117352.1	unprocessed_pseudogene
ENSG00000135766.9	EGLN1	protein_coding
ENSG00000287856.1	AL445524.2	protein_coding
ENSG00000223982.3	SNRPD2P2	processed_pseudogene
ENSG00000233461.6	AL445524.1	lncRNA
ENSG00000116918.15	TSNAX	protein_coding
ENSG00000270106.6	TSNAX-DISC1	protein_coding
ENSG00000229228.1	LINC00582	lncRNA
ENSG00000162946.22	DISC1	protein_coding
ENSG00000222986.1	RNU5A-5P	snRNA
ENSG00000286071.1	AL136171.2	lncRNA
ENSG00000274121.1	AL136171.1	misc_RNA
ENSG00000226758.1	DISC1-IT1	lncRNA
ENSG00000235152.1	AL353052.1	lncRNA
ENSG00000236372.1	AL353052.2	lncRNA
ENSG00000116991.10	SIPA1L2	protein_coding
ENSG00000212916.4	MAP10	protein_coding
ENSG00000206835.1	RNU1-74P	snRNA
ENSG00000286774.1	AL122003.2	lncRNA
ENSG00000232175.1	AL122003.1	processed_pseudogene
ENSG00000135778.12	NTPCR	protein_coding
ENSG00000135749.19	PCNX2	protein_coding
ENSG00000143674.11	MAP3K21	protein_coding
ENSG00000135750.15	KCNK1	protein_coding
ENSG00000286666.1	AL663058.2	lncRNA
ENSG00000183780.13	SLC35F3	protein_coding
ENSG00000231272.1	AL122008.1	lncRNA
ENSG00000232166.1	AL122008.2	processed_pseudogene
ENSG00000235605.1	AL355472.1	processed_pseudogene
ENSG00000236358.1	AL355472.2	lncRNA
ENSG00000273367.1	AL355472.3	lncRNA
ENSG00000231663.1	COA6-AS1	lncRNA
ENSG00000168275.15	COA6	protein_coding
ENSG00000059588.10	TARBP1	protein_coding
ENSG00000168264.10	IRF2BP2	protein_coding
ENSG00000228830.1	AL160408.2	lncRNA
ENSG00000224939.1	LINC00184	lncRNA
ENSG00000228044.3	AL160408.1	lncRNA
ENSG00000230628.1	AL160408.3	lncRNA
ENSG00000227630.4	LINC01132	lncRNA
ENSG00000279261.2	AL360294.1	lncRNA
ENSG00000286263.1	AL391832.4	lncRNA
ENSG00000237520.1	AL391832.1	lncRNA
ENSG00000238005.4	AL391832.2	lncRNA
ENSG00000258082.1	AL391832.3	lncRNA
ENSG00000280587.1	LINC01348	lncRNA
ENSG00000233018.1	AL732292.1	processed_pseudogene
ENSG00000273416.1	AL732292.2	lncRNA
ENSG00000173726.11	TOMM20	protein_coding
ENSG00000207181.1	SNORA14B	snoRNA
ENSG00000188739.15	RBM34	protein_coding
ENSG00000054267.22	ARID4B	protein_coding
ENSG00000263439.1	MIR4753	miRNA
ENSG00000152904.11	GGPS1	protein_coding
ENSG00000285053.1	TBCE	protein_coding
ENSG00000227962.1	AL391994.1	processed_pseudogene
ENSG00000230026.2	AL357556.1	processed_pseudogene
ENSG00000284770.2	TBCE	protein_coding
ENSG00000162885.13	B3GALNT2	protein_coding
ENSG00000238236.1	MTCYBP14	processed_pseudogene
ENSG00000235638.1	MTND6P14	processed_pseudogene
ENSG00000168243.11	GNG4	protein_coding
ENSG00000143669.14	LYST	protein_coding
ENSG00000235674.2	LDHAP2	processed_pseudogene
ENSG00000222831.1	MIR1537	miRNA
ENSG00000206803.1	RNU6-968P	snRNA
ENSG00000237845.1	AL139161.1	lncRNA
ENSG00000229291.1	LINC02768	lncRNA
ENSG00000116962.15	NID1	protein_coding
ENSG00000235371.1	AL122018.1	processed_pseudogene
ENSG00000286142.2	AL122018.3	lncRNA
ENSG00000077585.14	GPR137B	protein_coding
ENSG00000086619.14	ERO1B	protein_coding
ENSG00000222650.1	RNU2-70P	snRNA
ENSG00000186197.14	EDARADD	protein_coding
ENSG00000116977.18	LGALS8	protein_coding
ENSG00000223776.5	LGALS8-AS1	lncRNA
ENSG00000273058.2	AL359921.2	lncRNA
ENSG00000230325.1	AL359921.1	lncRNA
ENSG00000119285.11	HEATR1	protein_coding
ENSG00000077522.13	ACTN2	protein_coding
ENSG00000116984.13	MTR	protein_coding
ENSG00000198626.17	RYR2	protein_coding
ENSG00000116996.9	ZP4	protein_coding
ENSG00000270188.1	MTRNR2L11	protein_coding
ENSG00000225723.1	MTND6P15	processed_pseudogene
ENSG00000227860.1	MTND5P18	processed_pseudogene
ENSG00000287177.1	AL583825.1	lncRNA
ENSG00000287589.1	AC093426.2	lncRNA
ENSG00000133019.11	CHRM3	protein_coding
ENSG00000233355.7	CHRM3-AS2	lncRNA
ENSG00000155816.20	FMN2	protein_coding
ENSG00000228818.1	AL359918.2	processed_pseudogene
ENSG00000233519.1	AL590490.1	lncRNA
ENSG00000180875.5	GREM2	protein_coding
ENSG00000226014.1	AL358176.2	processed_pseudogene
ENSG00000231440.1	AL358176.4	lncRNA
ENSG00000226919.4	AL365184.1	lncRNA
ENSG00000223963.2	THAP12P8	processed_pseudogene
ENSG00000182901.16	RGS7	protein_coding
ENSG00000215802.3	RFKP1	transcribed_processed_pseudogene
ENSG00000238085.1	AL590682.1	processed_pseudogene
ENSG00000224348.2	AL592076.1	processed_pseudogene
ENSG00000286496.1	AL359764.1	lncRNA
ENSG00000287516.1	AL359764.2	lncRNA
ENSG00000287738.1	AL359764.3	lncRNA
ENSG00000091483.6	FH	protein_coding
ENSG00000117009.12	KMO	protein_coding
ENSG00000054277.14	OPN3	protein_coding
ENSG00000203668.2	CHML	protein_coding
ENSG00000287513.1	AL133390.1	lncRNA
ENSG00000162843.17	WDR64	protein_coding
ENSG00000174371.17	EXO1	protein_coding
ENSG00000197769.6	MAP1LC3C	protein_coding
ENSG00000180287.17	PLD5	protein_coding
ENSG00000272865.2	AL591686.2	lncRNA
ENSG00000230199.1	AL603825.1	processed_pseudogene
ENSG00000234116.1	AL606534.3	lncRNA
ENSG00000231512.6	SEPTIN14P21	transcribed_unprocessed_pseudogene
ENSG00000253326.2	AL606534.4	processed_pseudogene
ENSG00000214837.8	LINC01347	transcribed_unprocessed_pseudogene
ENSG00000143702.16	CEP170	protein_coding
ENSG00000054282.16	SDCCAG8	protein_coding
ENSG00000265201.1	MIR4677	miRNA
ENSG00000117020.18	AKT3	protein_coding
ENSG00000236031.1	AL591721.1	lncRNA
ENSG00000226766.1	FABP7P1	processed_pseudogene
ENSG00000232184.1	AL662889.1	lncRNA
ENSG00000228939.1	AKT3-IT1	lncRNA
ENSG00000226828.2	LINC02774	lncRNA
ENSG00000179456.10	ZBTB18	protein_coding
ENSG00000279774.1	AL590483.3	TEC
ENSG00000229960.1	AL590483.1	lncRNA
ENSG00000286486.1	AL590483.4	lncRNA
ENSG00000240963.1	AL645465.1	lncRNA
ENSG00000225401.2	TGIF2P1	processed_pseudogene
ENSG00000035687.10	ADSS2	protein_coding
ENSG00000179397.18	CATSPERE	protein_coding
ENSG00000121644.19	DESI2	protein_coding
ENSG00000232059.3	AL451007.1	processed_pseudogene
ENSG00000284188.2	AL451007.3	protein_coding
ENSG00000282317.1	AL451007.2	lncRNA
ENSG00000287601.1	BX323046.2	lncRNA
ENSG00000203667.10	COX20	protein_coding
ENSG00000153187.20	HNRNPU	protein_coding
ENSG00000273175.1	BX323046.1	lncRNA
ENSG00000201758.1	RN7SKP55	misc_RNA
ENSG00000272195.1	AL356512.1	lncRNA
ENSG00000203666.12	EFCAB2	protein_coding
ENSG00000252282.1	RNU6-1089P	snRNA
ENSG00000251754.1	RNU6-999P	snRNA
ENSG00000162849.16	KIF26B	protein_coding
ENSG00000232192.1	KIF26B-AS1	lncRNA
ENSG00000231612.1	AC104462.1	lncRNA
ENSG00000185420.19	SMYD3	protein_coding
ENSG00000202184.1	RNU6-1283P	snRNA
ENSG00000230184.1	SMYD3-IT1	lncRNA
ENSG00000207326.1	AL356583.1	misc_RNA
ENSG00000230813.1	AL356583.4	unprocessed_pseudogene
ENSG00000229112.1	AL356583.3	unprocessed_pseudogene
ENSG00000162851.8	TFB2M	protein_coding
ENSG00000162852.14	CNST	protein_coding
ENSG00000225300.1	AL591623.1	lncRNA
ENSG00000260698.1	AL591848.3	lncRNA
ENSG00000235021.1	AL591848.2	lncRNA
ENSG00000143653.10	SCCPDH	protein_coding
ENSG00000223519.8	KIF28P	transcribed_unitary_pseudogene
ENSG00000260855.1	AL591848.4	lncRNA
ENSG00000227953.7	LINC01341	lncRNA
ENSG00000153207.15	AHCTF1	protein_coding
ENSG00000197472.15	ZNF695	protein_coding
ENSG00000135747.11	ZNF670-ZNF695	protein_coding
ENSG00000277462.2	ZNF670	protein_coding
ENSG00000228982.1	AL627095.1	unprocessed_pseudogene
ENSG00000188295.14	ZNF669	protein_coding
ENSG00000221953.5	C1orf229	lncRNA
ENSG00000196418.12	ZNF124	protein_coding
ENSG00000224014.1	AL390728.3	processed_pseudogene
ENSG00000215795.2	AL390728.2	processed_pseudogene
ENSG00000259865.1	AL390728.6	lncRNA
ENSG00000227671.4	AL390728.4	transcribed_unprocessed_pseudogene
ENSG00000252516.1	RNA5SP82	rRNA_pseudogene
ENSG00000232347.1	AL390728.5	lncRNA
ENSG00000214144.3	AL390728.1	processed_pseudogene
ENSG00000235818.3	VN1R17P	processed_pseudogene
ENSG00000162714.12	ZNF496	protein_coding
ENSG00000286216.1	AC104335.2	lncRNA
ENSG00000287116.1	AC104335.3	lncRNA
ENSG00000162711.17	NLRP3	protein_coding
ENSG00000177535.8	OR2B11	protein_coding
ENSG00000203664.7	OR2W5	transcribed_unprocessed_pseudogene
ENSG00000169224.13	GCSAML	protein_coding
ENSG00000196242.10	OR2C3	protein_coding
ENSG00000177489.1	OR2G2	protein_coding
ENSG00000177476.3	OR2G3	protein_coding
ENSG00000198452.7	OR14L1P	transcribed_unprocessed_pseudogene
ENSG00000235749.3	AL390860.1	lncRNA
ENSG00000230411.1	OR3D1P	unprocessed_pseudogene
ENSG00000197437.4	OR13G1	protein_coding
ENSG00000153230.4	OR14K1	protein_coding
ENSG00000228336.2	OR9H1P	polymorphic_pseudogene
ENSG00000230576.1	OR6R1P	unprocessed_pseudogene
ENSG00000162722.9	TRIM58	protein_coding
ENSG00000238243.3	OR2W3	protein_coding
ENSG00000177462.7	OR2T8	protein_coding
ENSG00000177275.4	OR2AJ1	protein_coding
ENSG00000226191.3	CLK3P2	processed_pseudogene
ENSG00000224830.2	OR2X1P	unprocessed_pseudogene
ENSG00000279263.1	OR2L8	protein_coding
ENSG00000187080.9	OR2AK2	protein_coding
ENSG00000237492.1	OR2L9P	unprocessed_pseudogene
ENSG00000224227.3	OR2L1P	transcribed_unprocessed_pseudogene
ENSG00000199442.1	AC099570.1	misc_RNA
ENSG00000232215.2	OR2L6P	unprocessed_pseudogene
ENSG00000197454.2	OR2L5	protein_coding
ENSG00000200085.1	AC099570.2	misc_RNA
ENSG00000203663.4	OR2L2	protein_coding
ENSG00000200982.1	AC099570.3	misc_RNA
ENSG00000198128.4	OR2L3	protein_coding
ENSG00000197067.6	OR2T32P	transcribed_unprocessed_pseudogene
ENSG00000196071.5	OR2L13	protein_coding
ENSG00000177233.2	OR2M1P	unprocessed_pseudogene
ENSG00000162727.3	OR2M5	protein_coding
ENSG00000228198.3	OR2M3	protein_coding
ENSG00000171180.2	OR2M4	protein_coding
ENSG00000227152.6	OR2T7	polymorphic_pseudogene
ENSG00000196240.4	OR2T2	protein_coding
ENSG00000196539.3	OR2T3	protein_coding
ENSG00000229255.1	AC138089.1	lncRNA
ENSG00000188558.6	OR2G6	protein_coding
ENSG00000224521.2	AC098483.2	lncRNA
ENSG00000182783.5	OR2T29	protein_coding
ENSG00000183310.3	OR2T34	protein_coding
ENSG00000184022.4	OR2T10	protein_coding
ENSG00000201602.1	AC098483.1	misc_RNA
ENSG00000279301.4	OR2T11	protein_coding
ENSG00000177151.4	OR2T35	protein_coding
ENSG00000286015.1	CR589904.2	protein_coding
ENSG00000229703.6	LYPD9P	transcribed_unitary_pseudogene
ENSG00000259823.6	LYPD8	protein_coding
ENSG00000229663.1	DPY19L4P1	processed_pseudogene
ENSG00000175137.11	SH3BP5L	protein_coding
ENSG00000264500.1	MIR3124	miRNA
ENSG00000171161.13	ZNF672	protein_coding
ENSG00000171163.15	ZNF692	protein_coding
ENSG00000227237.1	AL672291.1	lncRNA
ENSG00000185220.12	PGBD2	protein_coding
ENSG00000184731.6	FAM110C	protein_coding
ENSG00000227061.2	AC079779.1	lncRNA
ENSG00000035115.22	SH3YL1	protein_coding
ENSG00000143727.16	ACP1	protein_coding
ENSG00000189292.16	ALKAL2	protein_coding
ENSG00000228643.1	AC079779.2	lncRNA
ENSG00000277997.1	AC079779.4	lncRNA
ENSG00000233684.2	LINC01865	lncRNA
ENSG00000226277.2	AC105393.1	lncRNA
ENSG00000233633.2	AC093326.1	lncRNA
ENSG00000151353.15	TMEM18	protein_coding
ENSG00000233296.2	TMEM18-DT	lncRNA
ENSG00000280360.1	AC092159.3	TEC
ENSG00000223751.1	AC116609.1	lncRNA
ENSG00000237667.7	LINC01115	lncRNA
ENSG00000235688.2	SNTG2-AS1	lncRNA
ENSG00000172554.12	SNTG2	protein_coding
ENSG00000115705.22	TPO	protein_coding
ENSG00000283766.1	AC141930.2	lncRNA
ENSG00000130508.11	PXDN	protein_coding
ENSG00000186487.19	MYT1L	protein_coding
ENSG00000284600.1	AC093390.2	lncRNA
ENSG00000225619.1	MYT1L-AS1	lncRNA
ENSG00000234929.2	AC018685.2	lncRNA
ENSG00000287583.1	AC018685.3	lncRNA
ENSG00000237720.2	AC011995.2	lncRNA
ENSG00000234423.2	LINC01250	lncRNA
ENSG00000236760.1	AC019118.2	lncRNA
ENSG00000032389.12	EIPR1	protein_coding
ENSG00000224885.1	EIPR1-IT1	lncRNA
ENSG00000171853.16	TRAPPC12	protein_coding
ENSG00000225234.1	TRAPPC12-AS1	lncRNA
ENSG00000271868.1	AC114810.1	lncRNA
ENSG00000182551.14	ADI1	protein_coding
ENSG00000235078.1	AC231981.1	lncRNA
ENSG00000242282.6	AC108488.1	lncRNA
ENSG00000286905.1	AC108488.2	protein_coding
ENSG00000171865.10	RNASEH1	protein_coding
ENSG00000234171.3	RNASEH1-AS1	lncRNA
ENSG00000287126.1	AC108488.3	lncRNA
ENSG00000118004.18	COLEC11	protein_coding
ENSG00000188765.7	TMSB4XP2	unprocessed_pseudogene
ENSG00000151360.10	ALLC	protein_coding
ENSG00000214866.9	DCDC2C	protein_coding
ENSG00000237401.8	LINC01304	lncRNA
ENSG00000176887.7	SOX11	protein_coding
ENSG00000242540.3	AC010729.2	lncRNA
ENSG00000237266.2	LINC01810	lncRNA
ENSG00000232044.7	SILC1	lncRNA
ENSG00000227007.1	LINC01247	lncRNA
ENSG00000236172.7	MIR7515HG	lncRNA
ENSG00000205837.7	LINC00487	lncRNA
ENSG00000225964.6	NRIR	lncRNA
ENSG00000134326.11	CMPK2	protein_coding
ENSG00000134321.12	RSAD2	protein_coding
ENSG00000271947.1	AC017076.1	lncRNA
ENSG00000228203.7	RNF144A-AS1	lncRNA
ENSG00000151692.15	RNF144A	protein_coding
ENSG00000223884.7	AC068481.1	lncRNA
ENSG00000272002.1	AC010904.2	lncRNA
ENSG00000229727.7	AC013460.1	lncRNA
ENSG00000221255.1	RNU6ATAC37P	snRNA
ENSG00000287119.1	AC092580.4	lncRNA
ENSG00000230515.1	AC092580.2	lncRNA
ENSG00000235576.1	LINC01871	lncRNA
ENSG00000226506.6	AC007463.1	lncRNA
ENSG00000235665.6	LINC00298	lncRNA
ENSG00000236790.6	LINC00299	lncRNA
ENSG00000236008.3	LINC01814	lncRNA
ENSG00000285591.1	AC092617.1	lncRNA
ENSG00000235092.6	ID2-AS1	lncRNA
ENSG00000115738.10	ID2	protein_coding
ENSG00000134313.15	KIDINS220	protein_coding
ENSG00000143797.12	MBOAT2	protein_coding
ENSG00000244310.2	AC093904.3	lncRNA
ENSG00000151693.11	ASAP2	protein_coding
ENSG00000119185.12	ITGB1BP1	protein_coding
ENSG00000119203.14	CPSF3	protein_coding
ENSG00000134330.19	IAH1	protein_coding
ENSG00000151694.14	ADAM17	protein_coding
ENSG00000239300.6	AC080162.1	lncRNA
ENSG00000271855.1	AC073195.2	lncRNA
ENSG00000134308.14	YWHAQ	protein_coding
ENSG00000244260.2	AC082651.4	lncRNA
ENSG00000243491.1	AC082651.3	lncRNA
ENSG00000115750.17	TAF1B	protein_coding
ENSG00000269973.1	AC010969.2	lncRNA
ENSG00000134317.18	GRHL1	protein_coding
ENSG00000188525.4	AC010969.1	lncRNA
ENSG00000260077.1	AC104794.3	lncRNA
ENSG00000172059.11	KLF11	protein_coding
ENSG00000205795.4	CYS1	protein_coding
ENSG00000171848.15	RRM2	protein_coding
ENSG00000264030.2	RN7SL66P	misc_RNA
ENSG00000285872.1	AC007240.3	lncRNA
ENSG00000206898.1	AC007240.2	snoRNA
ENSG00000115756.13	HPCAL1	protein_coding
ENSG00000115758.13	ODC1	protein_coding
ENSG00000206633.1	SNORA80B	snoRNA
ENSG00000257135.7	ODC1-DT	lncRNA
ENSG00000115761.16	NOL10	protein_coding
ENSG00000234818.1	AC007314.1	lncRNA
ENSG00000243819.4	RN7SL832P	lncRNA
ENSG00000236162.1	AC092687.2	lncRNA
ENSG00000143882.12	ATP6V1C2	protein_coding
ENSG00000272275.1	AC092687.3	lncRNA
ENSG00000143870.12	PDIA6	protein_coding
ENSG00000271952.2	LINC01954	lncRNA
ENSG00000162975.5	KCNF1	protein_coding
ENSG00000226080.1	AC062028.2	processed_pseudogene
ENSG00000145063.15	AC062028.1	lncRNA
ENSG00000150873.12	C2orf50	protein_coding
ENSG00000162976.13	SLC66A3	protein_coding
ENSG00000134318.14	ROCK2	protein_coding
ENSG00000230154.1	AC018463.1	processed_pseudogene
ENSG00000224177.7	LINC00570	lncRNA
ENSG00000285569.2	AC099344.3	lncRNA
ENSG00000169016.17	E2F6	protein_coding
ENSG00000196208.14	GREB1	protein_coding
ENSG00000201610.1	RNA5SP84	rRNA_pseudogene
ENSG00000239899.3	RN7SL674P	misc_RNA
ENSG00000134324.11	LPIN1	protein_coding
ENSG00000203643.3	AC012456.1	lncRNA
ENSG00000230790.2	AC012456.2	lncRNA
ENSG00000265056.1	MIR548S	miRNA
ENSG00000224184.6	MIR3681HG	lncRNA
ENSG00000238503.1	AC013471.1	snoRNA
ENSG00000207183.1	RNU6-843P	snRNA
ENSG00000286427.1	AC009486.2	lncRNA
ENSG00000261117.1	AC009486.1	lncRNA
ENSG00000071575.11	TRIB2	protein_coding
ENSG00000264370.1	MIR3125	miRNA
ENSG00000225649.6	AC064875.1	lncRNA
ENSG00000230448.5	LINC00276	lncRNA
ENSG00000162981.14	LRATD1	protein_coding
ENSG00000287291.1	AC068286.2	lncRNA
ENSG00000235127.1	AC068286.1	lncRNA
ENSG00000151779.13	NBAS	protein_coding
ENSG00000229087.1	AC007738.1	processed_pseudogene
ENSG00000234022.1	AC008278.2	lncRNA
ENSG00000079785.15	DDX1	protein_coding
ENSG00000224194.1	AC008278.1	lncRNA
ENSG00000233718.8	MYCNOS	lncRNA
ENSG00000134323.12	MYCN	protein_coding
ENSG00000236289.4	GACAT3	lncRNA
ENSG00000228876.4	AC010745.2	lncRNA
ENSG00000285354.1	AC010745.5	lncRNA
ENSG00000237633.4	AC104623.1	lncRNA
ENSG00000279663.2	AC104623.2	TEC
ENSG00000197872.11	FAM49A	protein_coding
ENSG00000214843.3	ZFYVE9P2	processed_pseudogene
ENSG00000163032.12	VSNL1	protein_coding
ENSG00000163029.16	SMC6	protein_coding
ENSG00000178295.15	GEN1	protein_coding
ENSG00000151379.4	MSGN1	protein_coding
ENSG00000170745.12	KCNS3	protein_coding
ENSG00000287881.1	AC079148.3	lncRNA
ENSG00000260331.1	AC079148.1	lncRNA
ENSG00000240857.2	RDH14	protein_coding
ENSG00000185013.16	NT5C1B	protein_coding
ENSG00000224626.1	AC106053.1	lncRNA
ENSG00000287284.1	AC130814.1	lncRNA
ENSG00000236204.6	LINC01376	lncRNA
ENSG00000143867.7	OSR1	protein_coding
ENSG00000234597.2	AC010096.1	lncRNA
ENSG00000237992.3	LINC01808	lncRNA
ENSG00000228784.9	LINC00954	lncRNA
ENSG00000183891.6	TTC32	protein_coding
ENSG00000271991.1	AC013400.1	lncRNA
ENSG00000118965.14	WDR35	protein_coding
ENSG00000227210.2	AC079145.1	lncRNA
ENSG00000132031.13	MATN3	protein_coding
ENSG00000068697.7	LAPTM4A	protein_coding
ENSG00000223734.2	LAPTM4A-DT	lncRNA
ENSG00000234378.1	AC098828.2	lncRNA
ENSG00000115884.11	SDC1	protein_coding
ENSG00000235411.1	AC007041.1	processed_pseudogene
ENSG00000238735.1	RNU7-113P	snRNA
ENSG00000055917.15	PUM2	protein_coding
ENSG00000143878.10	RHOB	protein_coding
ENSG00000228950.1	AC023137.2	lncRNA
ENSG00000279307.2	AC012065.5	processed_pseudogene
ENSG00000118960.13	HS1BP3	protein_coding
ENSG00000269976.1	AC012065.3	lncRNA
ENSG00000231948.2	HS1BP3-IT1	lncRNA
ENSG00000233416.1	AC012065.2	processed_pseudogene
ENSG00000143869.7	GDF7	protein_coding
ENSG00000270100.1	AC012065.4	lncRNA
ENSG00000118961.15	LDAH	protein_coding
ENSG00000236436.1	LINC02850	lncRNA
ENSG00000084674.15	APOB	protein_coding
ENSG00000218819.5	TDRD15	protein_coding
ENSG00000233005.2	AC018742.1	lncRNA
ENSG00000231204.7	AC011752.1	lncRNA
ENSG00000235537.3	AC009411.2	lncRNA
ENSG00000228999.4	AC096570.1	lncRNA
ENSG00000232451.2	AC018467.1	lncRNA
ENSG00000119771.15	KLHL29	protein_coding
